"resistance","intersects","x","y","CI.l","CI.u","sign.check","Prob"
0.00227575583050676,9,31948.05106139,44189.5794398,-0.0062228309009166,0.0107743425619301,-1,0.727
-0.00136760631775047,9,19077.92014395,43339.561989,-0.00677078864802988,0.00403557601252894,-1,0.418
-0.00027101871431729,9,20686.68650863,43339.561989,-0.00654107278622947,0.0059990353575949,-1,0.521
0.011013217393068,9,21491.06969097,43339.561989,-0.0058923793484505,0.0279188141345865,-1,0.997
-0.00124993817852078,9,23904.21923799,43339.561989,-0.00749163507765339,0.00499175872061184,-1,0.4
0.00615267338227804,18,24708.60242033,43339.561989,-0.00284917073250881,0.0151545174970649,-1,0.981
0.0135552849430769,9,25512.98560267,43339.561989,-0.00375393029371743,0.0308645001798711,-1,1
0.00707231461778223,18,27926.13514969,43339.561989,5.02329503648553e-06,0.014139605940528,1,0.993
0.00321566097574261,27,28730.51833203,43339.561989,-0.00333506313676789,0.00976638508825312,-1,0.903
-0.0047650994255661,9,29534.90151437,43339.561989,-0.010177093402094,0.000646894550961789,-1,0.098
-0.00208786383178849,18,30339.28469671,43339.561989,-0.00607008730276094,0.00189435963918395,-1,0.242
-0.00108593775715032,9,31143.66787905,43339.561989,-0.0055645807886711,0.00339270527437047,-1,0.444
0.000594909036678224,18,31948.05106139,43339.561989,-0.00375436068696829,0.00494417876032474,-1,0.6
0.00227575583050676,9,32752.43424373,43339.561989,-0.0062228309009166,0.0107743425619301,-1,0.742
-0.00136760631775047,9,18273.53696161,42489.5445382,-0.00677078864802988,0.00403557601252894,-1,0.361
-0.00136760631775047,9,19077.92014395,42489.5445382,-0.00677078864802988,0.00403557601252894,-1,0.397
-0.00027101871431729,9,20686.68650863,42489.5445382,-0.00654107278622947,0.0059990353575949,-1,0.482
0.011013217393068,9,21491.06969097,42489.5445382,-0.0058923793484505,0.0279188141345865,-1,0.993
-0.00124993817852078,9,23099.83605565,42489.5445382,-0.00749163507765339,0.00499175872061184,-1,0.405
0.00615267338227804,18,23904.21923799,42489.5445382,-0.00284917073250881,0.0151545174970649,-1,0.975
0.0135552849430769,9,24708.60242033,42489.5445382,-0.00375393029371743,0.0308645001798711,-1,0.999
0.00707231461778223,18,27926.13514969,42489.5445382,5.02329503648553e-06,0.014139605940528,1,0.992
0.00840305834252107,27,28730.51833203,42489.5445382,0.0011873480833365,0.0156187686017056,1,1
-0.0047650994255661,9,29534.90151437,42489.5445382,-0.010177093402094,0.000646894550961789,-1,0.105
-0.00392744466599638,18,30339.28469671,42489.5445382,-0.00812234738348466,0.000267458051491889,-1,0.079
-0.00308978990642667,9,31143.66787905,42489.5445382,-0.0107788216226902,0.00459924180983684,-1,0.218
-0.00108593775715032,9,31948.05106139,42489.5445382,-0.0055645807886711,0.00339270527437047,-1,0.416
0.000594909036678224,18,32752.43424373,42489.5445382,-0.00375436068696829,0.00494417876032474,-1,0.578
0.00227575583050676,9,33556.81742607,42489.5445382,-0.0062228309009166,0.0107743425619301,-1,0.764
-0.00136760631775047,9,18273.53696161,41639.5270874,-0.00677078864802988,0.00403557601252894,-1,0.386
-0.00027101871431729,9,20686.68650863,41639.5270874,-0.00654107278622947,0.0059990353575949,-1,0.495
0.011013217393068,9,21491.06969097,41639.5270874,-0.0058923793484505,0.0279188141345865,-1,0.991
-0.00124993817852078,9,22295.45287331,41639.5270874,-0.00749163507765339,0.00499175872061184,-1,0.378
0.00615267338227804,18,23099.83605565,41639.5270874,-0.00284917073250881,0.0151545174970649,-1,0.977
0.0135552849430769,9,23904.21923799,41639.5270874,-0.00375393029371743,0.0308645001798711,-1,0.999
0.00334753656079519,9,27926.13514969,41639.5270874,-0.0026297323881674,0.00932480550975778,-1,0.815
0.00840305834252107,27,28730.51833203,41639.5270874,0.0011873480833365,0.0156187686017056,1,0.999
-0.0047650994255661,9,30339.28469671,41639.5270874,-0.010177093402094,0.000646894550961789,-1,0.095
-0.00392744466599638,18,31143.66787905,41639.5270874,-0.00812234738348466,0.000267458051491889,-1,0.063
-0.00108593775715032,9,32752.43424373,41639.5270874,-0.0055645807886711,0.00339270527437047,-1,0.429
0.000594909036678224,18,33556.81742607,41639.5270874,-0.00375436068696829,0.00494417876032474,-1,0.594
0.000594909036678224,18,34361.20060841,41639.5270874,-0.00375436068696829,0.00494417876032474,-1,0.603
0.00136063002716984,39,17469.15377927,40789.5096366,-0.00161193853154759,0.00433319858588727,-1,0.762
0.00305825974202126,90,18273.53696161,40789.5096366,0.000688494374762083,0.00542802510928043,1,0.993
0.00917410682287679,18,19077.92014395,40789.5096366,0.00113258951466026,0.0172156241310933,1,0.998
-0.00027101871431729,9,20686.68650863,40789.5096366,-0.00654107278622947,0.0059990353575949,-1,0.494
0.00488163960727361,18,21491.06969097,40789.5096366,-0.00370957098520701,0.0134728501997542,-1,0.95
0.00615267338227804,18,22295.45287331,40789.5096366,-0.00284917073250881,0.0151545174970649,-1,0.978
0.0135552849430769,9,23099.83605565,40789.5096366,-0.00375393029371743,0.0308645001798711,-1,0.996
0.00334753656079519,9,27926.13514969,40789.5096366,-0.0026297323881674,0.00932480550975778,-1,0.816
0.00840305834252107,27,28730.51833203,40789.5096366,0.0011873480833365,0.0156187686017056,1,1
-0.00392744466599638,18,31143.66787905,40789.5096366,-0.00812234738348466,0.000267458051491889,-1,0.057
0.00116802901021223,27,31948.05106139,40789.5096366,-0.00444235882031634,0.0067784168407408,-1,0.724
0.0113589763626295,9,32752.43424373,40789.5096366,-0.00254611068944798,0.0252640634147069,-1,0.993
0.00208207680984689,48,33556.81742607,40789.5096366,-0.000903022205066938,0.00506717582476071,-1,0.883
-0.000249884776088331,189,34361.20060841,40789.5096366,-0.0013717146080801,0.000871945055903439,-1,0.402
0.000775290793289879,33,35165.58379075,40789.5096366,-0.00169054418272956,0.00324112576930932,-1,0.655
0.00552634337200652,15,35969.96697309,40789.5096366,0.00332244059589131,0.00773024614812173,1,0.956
0.00631034696130637,6,36774.35015543,40789.5096366,0.0020064503382042,0.0106142435844085,1,0.904
9.39176883808438e-05,15,44013.79879649,40789.5096366,-0.00465561761775467,0.00484345299451635,-1,0.534
-0.00110192073598793,33,44818.18197883,40789.5096366,-0.00413222866473383,0.00192838719275797,-1,0.302
-0.00189086513673757,21,16664.77059693,39939.4921858,-0.00547715425214732,0.00169542397867219,-1,0.25
0.00136063002716984,39,17469.15377927,39939.4921858,-0.00161193853154759,0.00433319858588727,-1,0.778
0.00288972249042756,24,18273.53696161,39939.4921858,-0.00141906687983839,0.00719851186069352,-1,0.884
0.0105294505817465,24,19077.92014395,39939.4921858,0.00435357129774966,0.0167053298657433,1,1
0.00917410682287679,18,19882.30332629,39939.4921858,0.00113258951466026,0.0172156241310933,1,0.996
0.00906311076899725,66,20686.68650863,39939.4921858,0.00435721492822401,0.0137690066097705,1,1
0.0137135786864349,165,21491.06969097,39939.4921858,0.0104028148875432,0.0170243424853267,1,1
0.0188775807678945,18,22295.45287331,39939.4921858,0.00656867317079017,0.0311864883649989,1,1
0.0241998765927122,9,23099.83605565,39939.4921858,0.00341603317232364,0.0449837200131008,1,1
0.0182493045107784,18,23904.21923799,39939.4921858,0.0062240588671076,0.0302745501544493,1,1
0.0182493045107784,18,24708.60242033,39939.4921858,0.0062240588671076,0.0302745501544493,1,1
0.0182493045107784,18,25512.98560267,39939.4921858,0.0062240588671076,0.0302745501544493,1,1
0.0182493045107784,18,26317.36878501,39939.4921858,0.0062240588671076,0.0302745501544493,1,1
0.0182493045107784,18,27121.75196735,39939.4921858,0.0062240588671076,0.0302745501544493,1,1
0.0132820485274507,27,27926.13514969,39939.4921858,0.00487000405317558,0.0216940930017258,1,1
0.0110910219251619,237,28730.51833203,39939.4921858,0.00867552710116745,0.0135065167491564,1,1
0.0088615520130098,36,29534.90151437,39939.4921858,0.00259952978888035,0.0151235742371393,1,1
0.00989327535519379,18,30339.28469671,39939.4921858,0.000339653784656512,0.0194468969257311,1,0.997
0.00989327535519379,18,31143.66787905,39939.4921858,0.000339653784656512,0.0194468969257311,1,1
0.00183567938086686,36,31948.05106139,39939.4921858,-0.00243340372091925,0.00610476248265298,-1,0.857
-0.00142235565817117,45,32752.43424373,39939.4921858,-0.00369800873011717,0.000853297413774833,-1,0.212
-0.000808728232657464,72,33556.81742607,39939.4921858,-0.00226517181812063,0.000647715352805706,-1,0.295
-0.00203845409324577,90,34361.20060841,39939.4921858,-0.00327051248190891,-0.000806395704582626,1,0.047
-0.0032370425852957,33,35165.58379075,39939.4921858,-0.00517493517108039,-0.00129914999951102,1,0.053
-0.000454721688491564,27,35969.96697309,39939.4921858,-0.00318526257022044,0.00227581919323731,-1,0.441
0.00552634337200652,15,36774.35015543,39939.4921858,0.00332244059589131,0.00773024614812173,1,0.957
0.00552634337200652,15,37578.73333777,39939.4921858,0.00332244059589131,0.00773024614812173,1,0.956
0.00631034696130637,6,38383.11652011,39939.4921858,0.0020064503382042,0.0106142435844085,1,0.903
0.00631034696130637,6,39187.49970245,39939.4921858,0.0020064503382042,0.0106142435844085,1,0.905
0.00631034696130637,6,39991.88288479,39939.4921858,0.0020064503382042,0.0106142435844085,1,0.897
0.00455750720129492,6,42405.03243181,39939.4921858,-0.00273476264655877,0.0118497770491486,-1,0.843
9.39176883808438e-05,15,43209.41561415,39939.4921858,-0.00465561761775467,0.00484345299451635,-1,0.515
-0.00110192073598793,33,44013.79879649,39939.4921858,-0.00413222866473383,0.00192838719275797,-1,0.294
-0.00209845275629525,18,44818.18197883,39939.4921858,-0.00639327122314239,0.0021963657105519,-1,0.237
-0.00189086513673757,21,15860.38741459,39089.474735,-0.00547715425214732,0.00169542397867219,-1,0.24
-0.00143989707983303,30,16664.77059693,39089.474735,-0.00415279199909397,0.0012729978394279,-1,0.256
0.00515404105172848,18,17469.15377927,39089.474735,0.000525225117337279,0.00978285698611969,1,0.949
-0.00102013052457212,27,18273.53696161,39089.474735,-0.00396370848276933,0.00192344743362509,-1,0.33
0.00512735840711455,60,19077.92014395,39089.474735,0.00126945648218759,0.00898526033204151,1,1
0.00570037783632796,93,19882.30332629,39089.474735,0.00264752617899185,0.00875322949366406,1,1
0.00572639519161713,198,20686.68650863,39089.474735,0.00359392128676735,0.00785886909646691,1,1
0.0135708474591558,99,21491.06969097,39089.474735,0.00936526364001275,0.0177764312782989,1,1
0.0102457789808122,45,22295.45287331,39089.474735,0.00453714059727013,0.0159544173643543,1,1
0.00904966837926543,36,23099.83605565,39089.474735,0.00274957700026126,0.0153497597582696,1,1
0.011710494399115,27,23904.21923799,39089.474735,0.00357420840485405,0.019846780393376,1,1
0.0135475024964691,6,26317.36878501,39089.474735,-0.00684977453333188,0.0339447795262701,-1,0.994
0.0204777680721326,9,27121.75196735,39089.474735,0.00436809937181076,0.0365874367724545,1,1
0.0129412400091091,30,27926.13514969,39089.474735,0.00650451016222298,0.0193779698559952,1,1
0.0108095346069912,165,28730.51833203,39089.474735,0.00801762169566588,0.0136014475183164,1,1
0.00943150342159691,87,29534.90151437,39089.474735,0.00555984576275891,0.0133031610804349,1,1
0.00753105401313137,39,30339.28469671,39089.474735,0.00225020236295293,0.0128119056633098,1,1
0.00365746254658113,45,31143.66787905,39089.474735,-0.00045596230001736,0.00777088739317963,-1,0.982
-0.00149941390852882,108,31948.05106139,39089.474735,-0.00361074720149725,0.000611919384439612,-1,0.113
-0.00339324380102745,234,32752.43424373,39089.474735,-0.00446356025616071,-0.00232292734589419,1,0
-0.00246045674952859,108,33556.81742607,39089.474735,-0.00366146927360907,-0.00125944422544812,1,0.01
-0.00126322734432803,66,34361.20060841,39089.474735,-0.0028324137250966,0.000305959036440547,-1,0.168
-0.000146796564212169,39,35165.58379075,39089.474735,-0.00200670772688356,0.00171311459845922,-1,0.476
-0.000943768237939008,33,35969.96697309,39089.474735,-0.00334671925768155,0.00145918278180353,-1,0.328
0.000870201339791335,24,36774.35015543,39089.474735,-0.00200155429789889,0.00374195697748156,-1,0.632
0.00256463594677214,24,37578.73333777,39089.474735,-0.000148082913277747,0.00527735480682202,-1,0.857
0.00445550887447225,15,38383.11652011,39089.474735,0.00173116967542052,0.00717984807352398,1,0.915
0.0028235915255436,21,39187.49970245,39089.474735,0.000472784587364663,0.00517439846372255,1,0.852
0.00359842606682422,27,39991.88288479,39089.474735,0.00158392955499093,0.00561292257865751,1,0.94
0.00289580194399969,18,40796.26606713,39089.474735,0.0001557954903491,0.00563580839765027,1,0.849
0.00244957482988326,68,41600.64924947,39089.474735,0.000748390583645601,0.00415075907612091,1,0.951
9.39176883808438e-05,15,42405.03243181,39089.474735,-0.00465561761775467,0.00484345299451635,-1,0.533
-0.00235957138871746,27,43209.41561415,39089.474735,-0.00570620652667408,0.000987063749239167,-1,0.131
-0.00209845275629525,18,44013.79879649,39089.474735,-0.00639327122314239,0.0021963657105519,-1,0.232
-0.00177235102686439,9,14251.62104991,38239.4572842,-0.00801218000535607,0.00446747795162729,-1,0.307
-0.00177235102686439,9,15056.00423225,38239.4572842,-0.00801218000535607,0.00446747795162729,-1,0.362
-0.00189086513673757,21,15860.38741459,38239.4572842,-0.00547715425214732,0.00169542397867219,-1,0.227
0.00471229188792857,36,16664.77059693,38239.4572842,0.00013523355870848,0.00928935021714866,1,0.99
0.00615595930033368,51,17469.15377927,38239.4572842,0.00175658184593718,0.0105553367547302,1,1
0.00357277733903096,57,18273.53696161,38239.4572842,-0.00041953256943609,0.007565087247498,-1,0.982
0.00591725006930833,75,19077.92014395,38239.4572842,0.0023412881207445,0.00949321201787217,1,1
0.010302670012525,57,19882.30332629,38239.4572842,0.00553017933489704,0.0150751606901529,1,1
0.00709423294276566,66,20686.68650863,38239.4572842,0.00328499232165853,0.0109034735638728,1,1
0.0123998122931699,48,21491.06969097,38239.4572842,0.00633163903281842,0.0184679855535214,1,1
0.0127102245735376,18,22295.45287331,38239.4572842,0.00233637940880685,0.0230840697382684,1,1
0.00605931519041765,15,23099.83605565,38239.4572842,-0.00180145490676431,0.0139200852875996,-1,0.969
0.00898134802341723,33,23904.21923799,38239.4572842,0.00252931442617723,0.0154333816206572,1,1
0.00898134802341723,33,24708.60242033,38239.4572842,0.00252931442617723,0.0154333816206572,1,1
0.0110944272900874,36,25512.98560267,38239.4572842,0.00454260036851904,0.0176462542116558,1,1
0.0115050713114742,39,26317.36878501,38239.4572842,0.00529374252415087,0.0177164000987976,1,1
0.0253855493957876,6,27121.75196735,38239.4572842,0.00444702185585284,0.0463240769357224,1,1
0.00919120086748656,27,27926.13514969,38239.4572842,0.00313167409682783,0.0152507276381453,1,1
0.0097432118202588,78,28730.51833203,38239.4572842,0.00578813718952154,0.0136982864509961,1,1
0.00786398054221025,90,29534.90151437,38239.4572842,0.00448914077035422,0.0112388203140663,1,1
0.00590918727652433,69,30339.28469671,38239.4572842,0.00191474371531034,0.00990363083773833,1,1
0.00207811610156934,42,31143.66787905,38239.4572842,-0.00279748505753098,0.00695371726066965,-1,0.871
-0.00247628496387341,99,31948.05106139,38239.4572842,-0.00462251914173605,-0.000330050786010762,1,0.01
-0.00188137254386808,90,32752.43424373,38239.4572842,-0.00378504288811653,2.22978003803613e-05,-1,0.081
-0.00359895811086631,297,33556.81742607,38239.4572842,-0.00442646086678771,-0.00277145535494491,1,0
-0.00430266204802136,99,34361.20060841,38239.4572842,-0.00550132342533362,-0.0031040006707091,1,0
-0.00211477942475214,66,35165.58379075,38239.4572842,-0.00356999403940308,-0.000659564810101195,1,0.072
-0.00269109994474067,48,35969.96697309,38239.4572842,-0.00416777927316753,-0.00121442061631381,1,0.045
-0.00179272162356204,42,36774.35015543,38239.4572842,-0.00357808271458509,-7.36053253897525e-06,1,0.152
9.03341690741167e-05,33,37578.73333777,38239.4572842,-0.0019436000191144,0.00212426835726263,-1,0.525
9.03341690741167e-05,33,38383.11652011,38239.4572842,-0.0019436000191144,0.00212426835726263,-1,0.543
0.000344266582249929,24,39187.49970245,38239.4572842,-0.00177589311265703,0.00246442627715689,-1,0.59
0.00146363228840036,33,39991.88288479,38239.4572842,-0.000498276405831093,0.00342554098263182,-1,0.751
0.00159672247424415,63,40796.26606713,38239.4572842,-9.76421704060235e-05,0.00329108711889432,-1,0.862
0.00152497512771458,80,41600.64924947,38239.4572842,-6.59496911317005e-05,0.00311589994656087,-1,0.882
0.000777330191931565,51,42405.03243181,38239.4572842,-0.00148447645912795,0.00303913684299108,-1,0.712
-0.00209845275629525,18,43209.41561415,38239.4572842,-0.00639327122314239,0.0021963657105519,-1,0.216
-0.00177235102686439,9,13447.23786757,37389.4398334,-0.00801218000535607,0.00446747795162729,-1,0.354
-0.00177235102686439,9,14251.62104991,37389.4398334,-0.00801218000535607,0.00446747795162729,-1,0.343
0.00177042534682021,30,15056.00423225,37389.4398334,-0.00356477000856057,0.007105620702201,-1,0.808
0.00359139689319803,54,15860.38741459,37389.4398334,-0.000609772989050552,0.0077925667754466,-1,0.982
0.00517441966322526,60,16664.77059693,37389.4398334,0.00136408900942359,0.00898475031702693,1,0.999
0.00346078557087742,36,17469.15377927,37389.4398334,-0.00153543756086892,0.00845700870262376,-1,0.952
0.00631416426219597,30,18273.53696161,37389.4398334,0.000573292444926078,0.0120550360794659,1,0.997
0.00846168478424952,45,19077.92014395,37389.4398334,0.00313498896649496,0.0137883806020041,1,1
0.0125013760104992,30,19882.30332629,37389.4398334,0.00500459123627781,0.0199981607847205,1,1
0.00588077516356872,45,20686.68650863,37389.4398334,0.00205373068038849,0.00970781964674894,1,1
0.00990839866332274,66,21491.06969097,37389.4398334,0.0053555968652075,0.014461200461438,1,1
0.0107354469935873,45,22295.45287331,37389.4398334,0.00530900808936886,0.0161618858978056,1,1
0.0144371338307872,15,23099.83605565,37389.4398334,0.00357023562858326,0.0253040320329912,1,1
0.0343382992234596,3,23904.21923799,37389.4398334,-0.014101792145332,0.0827783905922512,-1,1
0.0343382992234596,3,24708.60242033,37389.4398334,-0.014101792145332,0.0827783905922512,-1,0.999
0.0146114900056515,12,25512.98560267,37389.4398334,0.00331877777726773,0.0259042022340353,1,1
0.00798395700531648,36,26317.36878501,37389.4398334,0.00234799326764498,0.013619920742988,1,1
0.00825432968263741,51,27121.75196735,37389.4398334,0.0036630207987863,0.0128456385664885,1,1
0.00646433458681511,141,27926.13514969,37389.4398334,0.00429404196270183,0.0086346272109284,1,1
0.00427921344745594,333,28730.51833203,37389.4398334,0.00304918361561051,0.00550924327930138,1,1
0.00543541592350238,81,29534.90151437,37389.4398334,0.00219730446907501,0.00867352737792976,1,1
0.00617895518849736,54,30339.28469671,37389.4398334,0.00150430153792894,0.0108536088390658,1,1
0.00160208035427122,45,31143.66787905,37389.4398334,-0.00243383427772982,0.00563799498627226,-1,0.809
-0.00218966715503515,117,31948.05106139,37389.4398334,-0.00421818501971085,-0.000161149290359442,1,0.013
-0.00139834839747224,87,32752.43424373,37389.4398334,-0.0032993931021477,0.000502696307203216,-1,0.119
-0.00374583657949318,195,33556.81742607,37389.4398334,-0.00488031742808664,-0.00261135573089972,1,0
-0.00508722122446203,87,34361.20060841,37389.4398334,-0.00640753009377861,-0.00376691235514544,1,0
-0.0050010960895815,75,35165.58379075,37389.4398334,-0.00643686365224271,-0.00356532852692029,1,0
-0.00475050196180549,42,35969.96697309,37389.4398334,-0.00615680395890133,-0.00334419996470964,1,0.003
-0.00543188124705867,39,36774.35015543,37389.4398334,-0.00709770422335531,-0.00376605827076203,1,0.002
-0.00471786090030068,27,37578.73333777,37389.4398334,-0.00675910733374223,-0.00267661446685914,1,0.009
-0.00204493847506538,18,38383.11652011,37389.4398334,-0.00561527403582781,0.00152539708569704,-1,0.273
-0.000738710090456248,30,39187.49970245,37389.4398334,-0.00360502560417407,0.00212760542326158,-1,0.382
-0.000299490857795606,25,39991.88288479,37389.4398334,-0.00357680871758276,0.00297782700199155,-1,0.461
0.000571390194011845,74,40796.26606713,37389.4398334,-0.00118148791624727,0.00232426830427096,-1,0.657
-0.000839010058003566,86,41600.64924947,37389.4398334,-0.00236418364107166,0.000686163525064531,-1,0.24
0.000867929202888752,108,42405.03243181,37389.4398334,-0.000479452673878242,0.00221531107965575,-1,0.78
0.00225624480713098,27,12642.85468523,36539.4223826,-0.00358614768794115,0.00809863730220311,-1,0.837
0.000917851940047018,39,13447.23786757,36539.4223826,-0.00329200304041372,0.00512770692050776,-1,0.709
0.00202173873655882,148,14251.62104991,36539.4223826,6.59258027227603e-05,0.00397755167039488,1,0.984
0.00179477119040945,124,15056.00423225,36539.4223826,-0.000420897661996691,0.00401044004281558,-1,0.943
0.00441248897072573,55,15860.38741459,36539.4223826,0.000897074735061992,0.00792790320638947,1,0.996
0.00549344694202992,58,16664.77059693,36539.4223826,0.00214733889852371,0.00883955498553614,1,0.999
0.00566880565290787,52,17469.15377927,36539.4223826,0.00195670735822436,0.00938090394759138,1,1
0.00908978277611741,47,18273.53696161,36539.4223826,0.00427046273856102,0.0139091028136738,1,1
0.00452880952408398,58,19077.92014395,36539.4223826,0.000729869491260339,0.00832774955690763,1,0.997
0.00417171122347322,117,19882.30332629,36539.4223826,0.00209338752231801,0.00625003492462842,1,1
0.00867020271966575,37,20686.68650863,36539.4223826,0.00421739177019892,0.0131230136691326,1,1
0.0102711013428825,50,21491.06969097,36539.4223826,0.00509968017063773,0.0154425225151272,1,1
0.0100660920157202,39,22295.45287331,36539.4223826,0.0044148044588045,0.015717379572636,1,1
0.00974981547592247,30,23099.83605565,36539.4223826,0.00361075194380565,0.0158888790080393,1,0.999
0.0169665893031779,12,23904.21923799,36539.4223826,0.00640969416040315,0.0275234844459527,1,1
0.0109328758219287,15,24708.60242033,36539.4223826,0.00419208106172668,0.0176736705821308,1,1
0.0108772165771386,18,25512.98560267,36539.4223826,0.00530838462184346,0.0164460485324338,1,1
0.0103087120404477,24,26317.36878501,36539.4223826,0.00445757107629331,0.0161598530046021,1,1
0.00776085603367976,54,27121.75196735,36539.4223826,0.00445096606617504,0.0110707460011845,1,1
0.00517890044950215,108,27926.13514969,36539.4223826,0.00294839153983571,0.00740940935916859,1,1
0.00307223049525981,183,28730.51833203,36539.4223826,0.00139705368674274,0.00474740730377688,1,0.999
0.00378552797003846,117,29534.90151437,36539.4223826,0.00130330144489764,0.00626775449517927,1,1
